,screenName,description,location,text,Unnamed: 0,topic
263,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Trump will answer about 2024 Tuesday night — Republicans will face questions Wednesday morning https://t.co/SMig11Dwdj,954.0,politics
264,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Iran issues first known death sentence to anti-government protester https://t.co/VN05dySjOk,955.0,politics
265,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Supreme Court declines to hear another challenge to federal bump stock ban https://t.co/pvPhuMSsxB,959.0,politics
266,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,OPINION: Joe Biden's spending blitz keeps setting records and he's not even halfway through his presidency https://t.co/INlb5ONkTF,960.0,politics
267,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Biden's China diplomacy is 'strategic insanity' with real-world repercussions: Thiessen https://t.co/3DNXW6RRgM,965.0,politics
268,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Judge says FBI agent can be deposed for allegedly working with Meta to bury Hunter Biden laptop story https://t.co/3TSmsI7I2d,969.0,politics
269,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Paul Pelosi attack: New federal indictment reveals what suspect was wearing when police arrived https://t.co/3ufBpOPity,977.0,politics
270,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Biden student debt relief handout blocked by federal appeals court 

https://t.co/W6lKPc4D08",982.0,politics
271,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,'Don't Run Joe': Progressive group gathers petition signatures urging Biden not to seek re-election https://t.co/hKmTLZuD1D,987.0,politics
272,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,House Republicans call on Mayorkas to resign after CBP head quits: Chris Magnus is 'scapegoat' https://t.co/VWvqUSByEn,988.0,politics
273,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Jen Psaki posts odd defense of Biden running in 2024 despite advanced age: 'You know Trump is 76, right?' https://t.co/zvumdserj0",991.0,politics
274,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Democratic Rep-elect calls rural Democrats an 'endangered species' https://t.co/CmZGp0Ff3z,994.0,politics
275,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Biden called out for failing to bring up COVID with China’s Xi: ‘Stand up for families’ https://t.co/3yG7ppYzGe,996.0,politics
276,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Twitter 'trust and safety' head who resigned post-election played role in censoring Hunter Biden laptop story 

https://t.co/AathCbQjWv",999.0,politics
277,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Democrat Ed Markey threatens Elon Musk after teaming up with Washington Post writer on Twitter checkmark hoax https://t.co/KHsfBns8Zw,1019.0,politics
278,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Biden's failed border policies forced Arizona to build container wall, Yuma official says https://t.co/JJDwxo0JPh",1021.0,politics
279,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Biden official mocks 'oppression' voiced by 'White protesters' against lockdowns, shares defense of BLM riots https://t.co/LSSrbdryKR",1027.0,politics
280,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Conservative groups push Senate to delay leadership elections as frustration with McConnell grows https://t.co/Dlr1JZjH4c,1033.0,politics
281,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"'I'M DISAPPOINTED': Kevin Costner opens up about politics, candidates he's publicly supported. https://t.co/LUMWz7MJrU https://t.co/hqwg1Wu0it",1035.0,politics
282,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Biden admits Democrats won't be able to codify Roe v. Wade: 'I don't think there's enough votes' https://t.co/NsrWPxRrmc,1044.0,politics
283,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Biden says after Xi meeting he doesn’t believe there is ‘imminent attempt’ from China to invade Taiwan https://t.co/g8hYUvRXn9,1045.0,politics
284,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Biden-Xi meeting did not mention COVID-19 pandemic, according to White House https://t.co/9XK3Es3Wsi",1062.0,politics
285,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Biden quickly regrets making news on abortion at press conference: 'I shouldn't have answered your question' https://t.co/COHyYZvmYi,1064.0,politics
286,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Biden meets China's Xi Jinping at G-20 Summit in Indonesia, raises US concerns about Taiwan, Hong Kong, Putin https://t.co/Z4hPlIzDol",1069.0,politics
287,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Hawley demands answers on DHS ‘disinformation’ efforts, accuses Mayorkas of hiding docs from Congress https://t.co/mtgEuhuDKS",1071.0,politics
288,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Congress aims to fast-track weapons aid to Taiwan amid tensions with China https://t.co/rNi3hxFDSD,1072.0,politics
289,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Journalist taunted for warning Elon Musk against offending Senate Democrats: ‘Spoken like a true servant’ https://t.co/wPnfSnSHYg,1075.0,politics
290,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"BREAKING NEWS: Biden says after Xi meeting he doesn’t believe there is ‘imminent attempt’ from China to invade Taiwan

https://t.co/SZ3blpDQm9",1077.0,politics
291,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Georgia Senate runoff: RNC to send hundreds of GOP officials to support Herschel Walker in Peach State https://t.co/AhbXFFystU,1078.0,politics
292,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,As Biden meets with Chinese counterpart residents of Beijing discuss relations with US https://t.co/dMgzdQypgS,1079.0,politics
293,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Biden, China’s Xi Jinping hold first in-person meeting at G20 Summit in Indonesia https://t.co/HCvbj9V11H",1083.0,politics
294,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"OPINION: Having sized up Biden, Putin invaded Ukraine. Taiwan must pray Xi doesn’t make a similar assessment https://t.co/zAyqoi21Ki",1093.0,politics
295,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"OPINION: After midterm election, the challenges facing Democrats and Republicans https://t.co/MSZzOIVpEr",1095.0,politics
296,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"BREAKING NEWS: Biden, China’s Xi Jinping hold in-person meeting at G20 Summit in Indonesia

https://t.co/cFoeqqehHm",1096.0,politics
297,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Pelosi argues 'disgraceful' Republican reaction to attack on husband Paul drove voter turnout for Democrats https://t.co/BlldJ8l4ge,1106.0,politics
298,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Charlamagne Tha God: Dems 'got nobody' to defeat Trump, DeSantis in 2024 https://t.co/qCXEeqyT4K",1107.0,politics
299,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Elon Musk tells Democratic senator his Twitter account sounds like a 'parody' https://t.co/LSWHZBNKFn,1116.0,politics
300,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Despite sidelining, Sen. Warren says Democratic midterms victory 'belongs' to Biden https://t.co/ygr3by0xjE",1122.0,politics
301,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Ukrainian President Zelenskyy says investigators have 'documented more than 400 Russian war crimes' in Kherson https://t.co/PZdlGbdWGD,1151.0,politics
302,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Trump placed in same category as Putin, Xi by NYT columnist: All examples of the ‘rise of global populism’ https://t.co/D7KgnYerwG",1163.0,politics
303,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"SNL’s Weekend Update knocks Biden’s ‘low approval ratings,’ age: ‘I wouldn’t plan too far ahead’ https://t.co/R3qMGyYc2x",1164.0,politics
304,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Despite sidelining, Sen. Warren says Democratic midterms victory 'belongs' to Biden https://t.co/B2Z5R5xAxi",1172.0,politics
305,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Schumer reacts to keeping Senate control: 'Victory and vindication' for Democrats and America https://t.co/vRueRRBw4O,1176.0,politics
306,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Elon Musk tells Democratic senator his Twitter account sounds like a 'parody' https://t.co/F8pQskt9Zk,1204.0,politics
307,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Pelosi argues 'disgraceful' Republican reaction to attack on husband Paul drove voter turnout for Democrats https://t.co/QcEP93bFsx,1206.0,politics
308,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Cotton says he supports McConnell as Senate leader: ‘To be the man, you got to beat the man’ https://t.co/lltX56nrGT",1211.0,politics
309,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Biden vows to avoid China conflict as Japan ramps up accusations against Xi Jinping https://t.co/XAF8xtgQQ3,1224.0,politics
310,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,BRIAN KILMEADE: Biden has no plans for change as his popularity continues to fade https://t.co/ObilMuhL1W,1226.0,politics
311,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,LAWRENCE JONES: Football champion wins state Senate seat in Florida https://t.co/N3b6oahTsE,1238.0,politics
312,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Republicans need an early vote strategy for 2024: Ben Domenech https://t.co/aaPO31w8e2,1241.0,politics
313,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,OPINION: Biden and Xi's high stakes meeting – 3 tasks the president must deliver on in Bali https://t.co/m5Iql6wwE3,1247.0,politics
314,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Democrat Marie Gluesenkamp Perez declared winner in Washington's 3rd Congressional District https://t.co/bpN8n0zgpK,1255.0,politics
315,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Arizona Democrat Katie Hobbs maintains small lead in gubernatorial race, contest still too close to call https://t.co/7ZfuU3rqBF",1258.0,politics
316,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Could nail-biter Nevada Senate race where GOP candidate Laxalt leads by 800 votes go to recount? https://t.co/ZfNhMEngIX,1271.0,politics
317,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Conservatives question reports of 'noose' found at Obama library construction site https://t.co/6sQg68NNBs,1280.0,politics
318,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,BREAKING NEWS: The Fox News Decision Desk can project the Democratic Party will keep control of the Senate. https://t.co/PqbZl52wLR https://t.co/m1NK9PpEcF,1283.0,politics
319,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"BREAKING NEWS: The Fox News Decision Desk can project that Democratic Senator Catherine Cortez Masto will keep her seat in Nevada, defeating Republican challenger Adam Laxalt. This win will also give the Democrats continued control of the Senate https://t.co/dMTaLNye4q https://t.co/QGIbSDfqG2",1285.0,politics
320,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Boebert Colorado House seat may come down to recount against Democratic challenger https://t.co/TgqVEIwlJL,1288.0,politics
321,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Nevada Senate race to come down to 20K-30K Clark County ballots, Laxalt says https://t.co/r51nHz9jaX",1296.0,politics
322,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"BREAKING NEWS: Top Biden immigration official resigns

https://t.co/C6RBidV88x",1298.0,politics
323,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Democrats one win away from keeping Senate https://t.co/pzD7n4KHNv,1302.0,politics
324,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Babylon Bee urges Supreme Court to protect parody, says First Amendment pointless if you can't mock government https://t.co/kuIIe48h9m",1310.0,politics
325,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Biden mistakenly thanks Colombia for hosting ASEAN summit in Cambodia https://t.co/jo0rRQfVb5,1324.0,politics
326,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,House Democrats hold another seat as Arizona re-elects Greg Stanton https://t.co/D7WT6GqYN4,1325.0,politics
327,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Arizona Democrat Adrian Fontes defeats Trump-backed candidate in secretary of state race https://t.co/te3HaH47LE,1327.0,politics
328,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Trump scolds Mitch McConnell as GOP Senate majority becomes unlikely after Democrats keep crucial Arizona seat https://t.co/DhTyAsLuAm,1330.0,politics
329,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Should Donald Trump get back on Twitter now that Elon Musk owns it? People in Austin sound off https://t.co/EYZOFp7nMr,1332.0,politics
330,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Charlamagne Tha God: Dems 'got nobody' to defeat Trump, DeSantis in 2024 https://t.co/IlUwVVSiOY",1334.0,politics
331,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Construction crew reportedly finds 'noose' on site of Obama Presidential Center https://t.co/R9lEilG5jU,1335.0,politics
332,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,2022 Midterm election results: Republicans need just seven seats to capture the House majority https://t.co/fgLyLz8QDU,1347.0,politics
333,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Trump blasts Maricopa County after Arizona Sen. Mark Kelly defeats Blake Masters: 'Do Election over again!' https://t.co/Kstg5kM84n,1348.0,politics
334,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Whoopi Goldberg announces she's leaving Twitter and Joy Behar frets over Democrats not getting 'supermajority' https://t.co/PxeETUVuo1,1349.0,politics
335,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Bill Maher calls DeSantis 'powerful,' rips 'loser' Trump: 'How many elections has he now F'ed up in Georgia?' https://t.co/Yh6T4YDRXr",1352.0,politics
336,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Biden immigration official ordered to quit or be fired has 'no plans to resign' https://t.co/utEuaVZqWZ,1357.0,politics
337,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Calls for Trump to delay 2024 announcement until after Georgia runoff election grow louder https://t.co/Ad2ie5SHCN,1373.0,politics
338,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Demise of Biden’s student loan handout rocks Twitter: ‘Its only purpose was to buy votes’ https://t.co/BUT3s9wOFF,1374.0,politics
339,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,".@marcorubio calls for delay in Senate GOP leadership elections, in apparent swipe at McConnell https://t.co/uwliK0vnXr",1377.0,politics
340,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Trump continues to knock other Republicans ahead of expected 2024 announcement with fresh attack on Youngkin https://t.co/wEqwISbgM8,1378.0,politics
341,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Whoopi Goldberg insists Americans ‘like a lot’ of what Biden has done, blasts Dr. Oz as ‘toxic’ https://t.co/OevAe97toF",1379.0,politics
342,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"'NOT ON MY WATCH': Senate candidate @HerschelWalker tells @IngrahamAngle he wants every child to live the ""American Dream."" https://t.co/PhmMR5LjaB",1380.0,politics
343,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Top Biden immigration official being forced from job amid record border crossings, source says

https://t.co/uOMtlkxGP3",1381.0,politics
344,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Biden administration providing abortion access to migrants detained at border https://t.co/iKyBnTFJe4,1385.0,politics
345,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Trump files lawsuit against Jan. 6 committee in attempt to block subpoena https://t.co/OH3fdFcvE7,1389.0,politics
346,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Trump seen practicing walking daughter Tiffany down the aisle ahead of Mar-a-Lago wedding https://t.co/jaJ22swe1Z,1390.0,politics
347,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"'LOOKING FOR LEADERS': @TulsiGabbard tells ""Hannity"" that the 2022 midterm results will show that Americans are looking for real leadership ""fighting for freedom"" and ""not politicians."" https://t.co/S2eQT5PiaW",1394.0,politics
348,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,BREAKING NEWS: The Fox News Decision Desk projects Democratic Sen. Mark Kelly has won re-election in Arizona – defeating Republican challenger Blake Masters. https://t.co/Ye2E9HCuSU https://t.co/0RjWcjEhVW,1401.0,politics
349,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Nevada Senate race: Catherine Cortez Masto inches closer to overtaking Adam Laxalt https://t.co/1Qa8LV0LUW,1403.0,politics
350,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Nevada Democrat Rep. Susie Lee wins re-election in Nevada's 3rd Congressional district https://t.co/mOKrkdpS2i,1407.0,politics
351,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Senate GOP won’t move leadership elections despite calls for delay https://t.co/cc32XMI5R9,1413.0,politics
352,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,KILLJOYS: @LaraLeaTrump torches critics claiming the lottery is an example of “systemic racism” following the Powerball mania. https://t.co/14cs7MekaU https://t.co/KZdY9lXElN,1417.0,politics
353,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Biden immigration official ordered to quit or be fired has 'no plans to resign' https://t.co/Jr5pdI22Ez,1422.0,politics
354,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"BREAKING NEWS: Democrat Rep. Steven Horsford is projected to win his race for re-election in Nevada's 4th Congressional District, defeating Republican challenger Samuel Peters. https://t.co/kBUj5DP4vk https://t.co/UrrSrvnWSf",1426.0,politics
355,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Paul Pelosi, Biden family members among 200 Americans sanctioned by Russia https://t.co/sbD6ZAMlTb",1443.0,politics
356,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"'Modern Warriors' sound off on wokeness in the military: If we prioritize politics, 'we'll lose the next war' #HONORUSVETS https://t.co/deSLdldZfs",1463.0,politics
357,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Top Biden immigration official being forced from job amid record border crossings, source says https://t.co/4tybRacq2N",1470.0,politics
358,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,".@KeanForCongress vows to be 'independent leader,' fight inflation after flipping House seat red in New Jersey https://t.co/WxRwlx35vK",1474.0,politics
359,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"‘The View,’ Gen Z Democratic Rep-elect give autopsy on Florida Democrats: Crist was a 'debacle' https://t.co/7FwcPNRJNf",1476.0,politics
360,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Calls for Trump to delay 2024 announcement until after Georgia runoff election grow louder https://t.co/MIuef79bU1,1478.0,politics
361,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Demise of Biden’s student loan handout rocks Twitter: ‘Its only purpose was to buy votes’ https://t.co/0NeOX1e4q0,1479.0,politics
362,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Afghanistan exit, Hunter Biden top targets for Republicans in the majority, @RepMcCaul says  https://t.co/RCwExgH1w8",1483.0,politics
363,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Four Supreme Court justices honored at conservative Federalist Society dinner https://t.co/R28uKf3pXa,1485.0,politics
364,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,".@marcorubio calls for delay in Senate GOP leadership elections, in apparent swipe at McConnell https://t.co/5Yxp9CHHKx",1489.0,politics
365,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Trump continues to knock other Republicans ahead of expected 2024 announcement with fresh attack on Youngkin https://t.co/1TeukHsBqX,1490.0,politics
366,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,Democrat Pat Ryan is the projected winner over Republican Colin Schmitt in New York congressional district https://t.co/YGifEuhiKb https://t.co/Es5t0rYWfA,1491.0,politics
367,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",U.S.A.,"Whoopi Goldberg insists Americans ‘like a lot’ of what Biden has done, blasts Dr. Oz as ‘toxic’ https://t.co/JA35P2Y6Ft",1493.0,politics
