,Unnamed: 0.1,screenName,description,location,text,Unnamed: 0,topic,topicEncoded,tokenized_sentences,clean_text
318,318,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"disneys new animated film strange world with jake gyllenhaal explores family dynamics gyllenhaal lends his voice farmer who embarks adventure with his gay son ethan, one the first out gay teenage characters disney film httpstcoaysfdgxjpa httpstcoexjllrnsp",197.0,film,1,"['disney', 'new', 'anim', 'film', 'strang', 'world', 'jake', 'gyllenha', 'explor', 'famili', 'dynam', 'gyllenha', 'lend', 'voic', 'farmer', 'embark', 'adventur', 'gay', 'son', 'ethan', ',', 'one', 'first', 'gay', 'teenag', 'charact', 'disney', 'film', 'httpstcoaysfdgxjpa', 'httpstcoexjllrnsp']","disney new anim film strang world jake gyllenha explor famili dynam gyllenha lend voic farmer embark adventur gay son ethan , one first gay teenag charact disney film httpstcoaysfdgxjpa httpstcoexjllrnsp"
319,319,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"iranian-born choreographer parmida ziaei dances the streets seattle show her support for the demonstrators more than , miles away iran httpstcozvtndcwf httpstcokwcdvrgfv",210.0,film,1,"['iranian-born', 'choreograph', 'parmida', 'ziaei', 'danc', 'street', 'seattl', 'show', 'support', 'demonstr', ',', 'mile', 'away', 'iran', 'httpstcozvtndcwf', 'httpstcokwcdvrgfv']","iranian-born choreograph parmida ziaei danc street seattl show support demonstr , mile away iran httpstcozvtndcwf httpstcokwcdvrgfv"
320,320,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"catherine zeta-jones, jenny ortega and christina ricci among others attend the premiere the addams family spin-off series, wednesday httpstcoqyipxemht",259.0,film,1,"['catherin', 'zeta-jon', ',', 'jenni', 'ortega', 'christina', 'ricci', 'among', 'other', 'attend', 'premier', 'addam', 'famili', 'spin-off', 'seri', ',', 'wednesday', 'httpstcoqyipxemht']","catherin zeta-jon , jenni ortega christina ricci among other attend premier addam famili spin-off seri , wednesday httpstcoqyipxemht"
321,321,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,from reuterspictures red carpet style the glass onion knives out mystery premiere hollywood httpstcoierqhgzjw,270.0,film,1,"['reuterspictur', 'red', 'carpet', 'style', 'glass', 'onion', 'knive', 'mysteri', 'premier', 'hollywood', 'httpstcoierqhgzjw']",reuterspictur red carpet style glass onion knive mysteri premier hollywood httpstcoierqhgzjw
322,322,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"top gun maverick star glen powell will feature devotion, movie based the life the first african american pilot the us navy, jesse brown httpstcobzneukzhg",300.0,film,1,"['top', 'gun', 'maverick', 'star', 'glen', 'powel', 'featur', 'devot', ',', 'movi', 'base', 'life', 'first', 'african', 'american', 'pilot', 'u', 'navi', ',', 'jess', 'brown', 'httpstcobzneukzhg']","top gun maverick star glen powel featur devot , movi base life first african american pilot u navi , jess brown httpstcobzneukzhg"
323,323,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"catherine zeta-jones, who plays morticia addams wednesday, turned out with her son dylan michael douglas for the premiere the series httpstcowyyfdyaz",328.0,film,1,"['catherin', 'zeta-jon', ',', 'play', 'morticia', 'addam', 'wednesday', ',', 'turn', 'son', 'dylan', 'michael', 'dougla', 'premier', 'seri', 'httpstcowyyfdyaz']","catherin zeta-jon , play morticia addam wednesday , turn son dylan michael dougla premier seri httpstcowyyfdyaz"
324,324,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"the cast glass onion knives out mystery gathered for the films premiere the academy museum motion pictures hollywood, via reuterspictures httpstcokgvxinle",337.0,film,1,"['cast', 'glass', 'onion', 'knive', 'mysteri', 'gather', 'film', 'premier', 'academi', 'museum', 'motion', 'pictur', 'hollywood', ',', 'via', 'reuterspictur', 'httpstcokgvxinl']","cast glass onion knive mysteri gather film premier academi museum motion pictur hollywood , via reuterspictur httpstcokgvxinl"
325,325,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"ticketmaster canceled fridays planned ticket sales for taylor swifts us concert tour, prompting prominent members the us congress back public pleas for the department justice investigate ticketmaster antitrust grounds httpstcosjpysz httpstcorktupp",373.0,film,1,"['ticketmast', 'cancel', 'friday', 'plan', 'ticket', 'sale', 'taylor', 'swift', 'u', 'concert', 'tour', ',', 'prompt', 'promin', 'member', 'u', 'congress', 'back', 'public', 'plea', 'depart', 'justic', 'investig', 'ticketmast', 'antitrust', 'ground', 'httpstcosjpysz', 'httpstcorktupp']","ticketmast cancel friday plan ticket sale taylor swift u concert tour , prompt promin member u congress back public plea depart justic investig ticketmast antitrust ground httpstcosjpysz httpstcorktupp"
326,326,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,ticketmaster cancels taylor swift concert ticket sale citing high demand httpstcolemrojp httpstcoiogpssjse,385.0,film,1,"['ticketmast', 'cancel', 'taylor', 'swift', 'concert', 'ticket', 'sale', 'cite', 'high', 'demand', 'httpstcolemrojp', 'httpstcoiogpssjs']",ticketmast cancel taylor swift concert ticket sale cite high demand httpstcolemrojp httpstcoiogpssjs
327,327,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"catherine zeta-jones turned out with her son dylan michael douglas for the premiere the addams family spin-off series, wednesday httpstcobvdeskl",414.0,film,1,"['catherin', 'zeta-jon', 'turn', 'son', 'dylan', 'michael', 'dougla', 'premier', 'addam', 'famili', 'spin-off', 'seri', ',', 'wednesday', 'httpstcobvdeskl']","catherin zeta-jon turn son dylan michael dougla premier addam famili spin-off seri , wednesday httpstcobvdeskl"
328,328,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"moments from the premiere the film glass onion knives out mystery the academy museum motion pictures hollywood, via reuterspictures httpstcoiiywte",416.0,film,1,"['moment', 'premier', 'film', 'glass', 'onion', 'knive', 'mysteri', 'academi', 'museum', 'motion', 'pictur', 'hollywood', ',', 'via', 'reuterspictur', 'httpstcoiiywt']","moment premier film glass onion knive mysteri academi museum motion pictur hollywood , via reuterspictur httpstcoiiywt"
329,329,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"myanmars junta freed nearly , political prisoners, including former british ambassador, japanese filmmaker and australian economic adviser deposed leader aung san suu kyi, officials said httpstcoizhsbslu httpstcolkqqfsl",423.0,film,1,"['myanmar', 'junta', 'freed', 'nearli', ',', 'polit', 'prison', ',', 'includ', 'former', 'british', 'ambassador', ',', 'japanes', 'filmmak', 'australian', 'econom', 'advis', 'depos', 'leader', 'aung', 'san', 'suu', 'kyi', ',', 'offici', 'said', 'httpstcoizhsbslu', 'httpstcolkqqfsl']","myanmar junta freed nearli , polit prison , includ former british ambassador , japanes filmmak australian econom advis depos leader aung san suu kyi , offici said httpstcoizhsbslu httpstcolkqqfsl"
330,330,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"actors lee jung-jae, sydney sweeney, andrew garfield, england soccer captain leah williamson and rapper stormzy were among the honorees the men the year london httpstcovhdhuxwq httpstcoseqesoumwh",442.0,film,1,"['actor', 'lee', 'jung-ja', ',', 'sydney', 'sweeney', ',', 'andrew', 'garfield', ',', 'england', 'soccer', 'captain', 'leah', 'williamson', 'rapper', 'stormzi', 'among', 'honore', 'men', 'year', 'london', 'httpstcovhdhuxwq', 'httpstcoseqesoumwh']","actor lee jung-ja , sydney sweeney , andrew garfield , england soccer captain leah williamson rapper stormzi among honore men year london httpstcovhdhuxwq httpstcoseqesoumwh"
331,331,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,ticketmaster cancels taylor swift concert ticket sale citing high demand httpstcolqndrjol httpstconfdwibbxn,449.0,film,1,"['ticketmast', 'cancel', 'taylor', 'swift', 'concert', 'ticket', 'sale', 'cite', 'high', 'demand', 'httpstcolqndrjol', 'httpstconfdwibbxn']",ticketmast cancel taylor swift concert ticket sale cite high demand httpstcolqndrjol httpstconfdwibbxn
332,332,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,reutersshowbiz ticketmaster said canceled the general-public sale taylor swift tickets due high demand and insufficient inven,469.0,film,1,"['reutersshowbiz', 'ticketmast', 'said', 'cancel', 'general-publ', 'sale', 'taylor', 'swift', 'ticket', 'due', 'high', 'demand', 'insuffici', 'inven']",reutersshowbiz ticketmast said cancel general-publ sale taylor swift ticket due high demand insuffici inven
333,333,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,from reuterspictures the premiere the film glass onion knives out mystery the academy museum motion pictures hollywood httpstconpkajkxnpy,484.0,film,1,"['reuterspictur', 'premier', 'film', 'glass', 'onion', 'knive', 'mysteri', 'academi', 'museum', 'motion', 'pictur', 'hollywood', 'httpstconpkajkxnpi']",reuterspictur premier film glass onion knive mysteri academi museum motion pictur hollywood httpstconpkajkxnpi
334,334,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"reutersshowbiz ticketmaster says due high demands, the public sale for taylor swifts eras tour has been cancelled httpstcom",501.0,film,1,"['reutersshowbiz', 'ticketmast', 'say', 'due', 'high', 'demand', ',', 'public', 'sale', 'taylor', 'swift', 'era', 'tour', 'cancel', 'httpstcom']","reutersshowbiz ticketmast say due high demand , public sale taylor swift era tour cancel httpstcom"
335,335,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"myanmars military rulers freed former british ambassador, japanese filmmaker and australian economic adviser deposed leader aung san suu kyi, officials said, among nearly , prisoners included mass amnesty httpstcoizhsbslu httpstcolnaoudydo",505.0,film,1,"['myanmar', 'militari', 'ruler', 'freed', 'former', 'british', 'ambassador', ',', 'japanes', 'filmmak', 'australian', 'econom', 'advis', 'depos', 'leader', 'aung', 'san', 'suu', 'kyi', ',', 'offici', 'said', ',', 'among', 'nearli', ',', 'prison', 'includ', 'mass', 'amnesti', 'httpstcoizhsbslu', 'httpstcolnaoudydo']","myanmar militari ruler freed former british ambassador , japanes filmmak australian econom advis depos leader aung san suu kyi , offici said , among nearli , prison includ mass amnesti httpstcoizhsbslu httpstcolnaoudydo"
336,336,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,us senator questions ticketmaster after complaints about taylor swift sales httpstcoflxjeomo httpstcoykbgjgzle,537.0,film,1,"['u', 'senat', 'question', 'ticketmast', 'complaint', 'taylor', 'swift', 'sale', 'httpstcoflxjeomo', 'httpstcoykbgjgzl']",u senat question ticketmast complaint taylor swift sale httpstcoflxjeomo httpstcoykbgjgzl
337,337,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"reutersshowbiz actors lee jung-jae, sydney sweeney, andrew garfield, england soccer captain leah williamson and rapper stormzy were am",549.0,film,1,"['reutersshowbiz', 'actor', 'lee', 'jung-ja', ',', 'sydney', 'sweeney', ',', 'andrew', 'garfield', ',', 'england', 'soccer', 'captain', 'leah', 'williamson', 'rapper', 'stormzi']","reutersshowbiz actor lee jung-ja , sydney sweeney , andrew garfield , england soccer captain leah williamson rapper stormzi"
338,338,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"pelosi, the first woman speaker the house, did not specifically address her role going forward but recent days has noted that the violent assault her husband paul intruder their san francisco home, and other factors, would impact her decision  httpstcoupqqlfg",601.0,film,1,"['pelosi', ',', 'first', 'woman', 'speaker', 'hous', ',', 'specif', 'address', 'role', 'go', 'forward', 'recent', 'day', 'note', 'violent', 'assault', 'husband', 'paul', 'intrud', 'san', 'francisco', 'home', ',', 'factor', ',', 'would', 'impact', 'decis', 'httpstcoupqqlfg']","pelosi , first woman speaker hous , specif address role go forward recent day note violent assault husband paul intrud san francisco home , factor , would impact decis httpstcoupqqlfg"
339,339,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,us senator questions ticketmaster after taylor swift sales complaints httpstcopmzuwnunau httpstcoelboygsm,608.0,film,1,"['u', 'senat', 'question', 'ticketmast', 'taylor', 'swift', 'sale', 'complaint', 'httpstcopmzuwnunau', 'httpstcoelboygsm']",u senat question ticketmast taylor swift sale complaint httpstcopmzuwnunau httpstcoelboygsm
340,340,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,life-sized statue the british writer virginia woolf was unveiled london attendance were the statues sculptor laury dizengremel and three descendants woolf httpstcoojmzobzm,656.0,film,1,"['life-s', 'statu', 'british', 'writer', 'virginia', 'woolf', 'unveil', 'london', 'attend', 'statu', 'sculptor', 'lauri', 'dizengremel', 'three', 'descend', 'woolf', 'httpstcoojmzobzm']",life-s statu british writer virginia woolf unveil london attend statu sculptor lauri dizengremel three descend woolf httpstcoojmzobzm
341,341,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"hair uncovered and hands painted red, iranian-born choreographer parmida ziaei dances the streets and stage show her support for demonstrators more than , miles from her home seattle httpstcothfkmfa",690.0,film,1,"['hair', 'uncov', 'hand', 'paint', 'red', ',', 'iranian-born', 'choreograph', 'parmida', 'ziaei', 'danc', 'street', 'stage', 'show', 'support', 'demonstr', ',', 'mile', 'home', 'seattl', 'httpstcothfkmfa']","hair uncov hand paint red , iranian-born choreograph parmida ziaei danc street stage show support demonstr , mile home seattl httpstcothfkmfa"
342,342,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,several music producers have reached out egyptian house painter ahmed salem after video him singing absent-mindedly work went viral two years after posted youtube httpstcomhqzcrhfv,734.0,film,1,"['sever', 'music', 'produc', 'reach', 'egyptian', 'hous', 'painter', 'ahm', 'salem', 'video', 'sing', 'absent-mindedli', 'work', 'went', 'viral', 'two', 'year', 'post', 'youtub', 'httpstcomhqzcrhfv']",sever music produc reach egyptian hous painter ahm salem video sing absent-mindedli work went viral two year post youtub httpstcomhqzcrhfv
343,343,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"chinese president jinping was filmed the g summit confronting canadian leader justin trudeau, alleging through translator that trudeau leaked details their closed-door meeting the media httpstcoxjfbgn httpstcobtbphktke",739.0,film,1,"['chine', 'presid', 'jinp', 'film', 'g', 'summit', 'confront', 'canadian', 'leader', 'justin', 'trudeau', ',', 'alleg', 'translat', 'trudeau', 'leak', 'detail', 'closed-door', 'meet', 'medium', 'httpstcoxjfbgn', 'httpstcobtbphktk']","chine presid jinp film g summit confront canadian leader justin trudeau , alleg translat trudeau leak detail closed-door meet medium httpstcoxjfbgn httpstcobtbphktk"
344,344,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"unprecedented demand for taylor swifts the eras tour crashed live nations ticketmaster website, with fans reported waiting online queues for eight hours httpstcozhpaelcjbo httpstcolkdqqqi",799.0,film,1,"['unpreced', 'demand', 'taylor', 'swift', 'era', 'tour', 'crash', 'live', 'nation', 'ticketmast', 'websit', ',', 'fan', 'report', 'wait', 'onlin', 'queue', 'eight', 'hour', 'httpstcozhpaelcjbo', 'httpstcolkdqqqi']","unpreced demand taylor swift era tour crash live nation ticketmast websit , fan report wait onlin queue eight hour httpstcozhpaelcjbo httpstcolkdqqqi"
345,345,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,millions taylor swift fans crashed ticketmaster website trying score tickets her first tour five years httpstcozhpaeluktm httpstcobydtgnfjb,879.0,film,1,"['million', 'taylor', 'swift', 'fan', 'crash', 'ticketmast', 'websit', 'tri', 'score', 'ticket', 'first', 'tour', 'five', 'year', 'httpstcozhpaeluktm', 'httpstcobydtgnfjb']",million taylor swift fan crash ticketmast websit tri score ticket first tour five year httpstcozhpaeluktm httpstcobydtgnfjb
346,346,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"taylor swift resale ticket prices soar past , amid fan frenzy httpstcofoeuyqelh httpstcokymfosgasw",884.0,film,1,"['taylor', 'swift', 'resal', 'ticket', 'price', 'soar', 'past', ',', 'amid', 'fan', 'frenzi', 'httpstcofoeuyqelh', 'httpstcokymfosgasw']","taylor swift resal ticket price soar past , amid fan frenzi httpstcofoeuyqelh httpstcokymfosgasw"
347,347,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"ahmed salem, house painter egypt, has shot national fame musician after video him singing absentmindedly work went viral two years after posted social media httpstcopqttwtkrur",946.0,film,1,"['ahm', 'salem', ',', 'hous', 'painter', 'egypt', ',', 'shot', 'nation', 'fame', 'musician', 'video', 'sing', 'absentmindedli', 'work', 'went', 'viral', 'two', 'year', 'post', 'social', 'medium', 'httpstcopqttwtkrur']","ahm salem , hous painter egypt , shot nation fame musician video sing absentmindedli work went viral two year post social medium httpstcopqttwtkrur"
348,348,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"will ferrell and octavia spencer brought some early holiday cheer rain-soaked london, premiering their new christmas film spirited httpstcopnosjoh",950.0,film,1,"['ferrel', 'octavia', 'spencer', 'brought', 'earli', 'holiday', 'cheer', 'rain-soak', 'london', ',', 'premier', 'new', 'christma', 'film', 'spirit', 'httpstcopnosjoh']","ferrel octavia spencer brought earli holiday cheer rain-soak london , premier new christma film spirit httpstcopnosjoh"
349,349,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"fans seeking buy seats for taylor swifts upcoming the eras tour crashed live nations ticketmaster website, with many reported waiting online queues for eight hours httpstcozhpaelcjbo httpstcoqhcwhlcbo",970.0,film,1,"['fan', 'seek', 'buy', 'seat', 'taylor', 'swift', 'upcom', 'era', 'tour', 'crash', 'live', 'nation', 'ticketmast', 'websit', ',', 'mani', 'report', 'wait', 'onlin', 'queue', 'eight', 'hour', 'httpstcozhpaelcjbo', 'httpstcoqhcwhlcbo']","fan seek buy seat taylor swift upcom era tour crash live nation ticketmast websit , mani report wait onlin queue eight hour httpstcozhpaelcjbo httpstcoqhcwhlcbo"
350,350,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"reutersshowbiz unprecedented demand for taylor swifts the eras tour crashed live nations ticketmaster website, with fans report",1025.0,film,1,"['reutersshowbiz', 'unpreced', 'demand', 'taylor', 'swift', 'era', 'tour', 'crash', 'live', 'nation', 'ticketmast', 'websit', ',', 'fan', 'report']","reutersshowbiz unpreced demand taylor swift era tour crash live nation ticketmast websit , fan report"
351,351,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"director sean anders new film spirited premiers london the movie gives modern, musical twist the classic charles dickens story christmas carol, telling the tale through the eyes the ghosts httpstcotbncmhvnr",1034.0,film,1,"['director', 'sean', 'ander', 'new', 'film', 'spirit', 'premier', 'london', 'movi', 'give', 'modern', ',', 'music', 'twist', 'classic', 'charl', 'dicken', 'stori', 'christma', 'carol', ',', 'tell', 'tale', 'eye', 'ghost', 'httpstcotbncmhvnr']","director sean ander new film spirit premier london movi give modern , music twist classic charl dicken stori christma carol , tell tale eye ghost httpstcotbncmhvnr"
352,352,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"millions taylor swift fans swarmed live nations ticketmaster website seeking tickets for her first tour five years, causing periodic outages and long online waits that often ended disappointment httpstcozhpaeluktm httpstcouzietoahu",1038.0,film,1,"['million', 'taylor', 'swift', 'fan', 'swarm', 'live', 'nation', 'ticketmast', 'websit', 'seek', 'ticket', 'first', 'tour', 'five', 'year', ',', 'caus', 'period', 'outag', 'long', 'onlin', 'wait', 'often', 'end', 'disappoint', 'httpstcozhpaeluktm', 'httpstcouzietoahu']","million taylor swift fan swarm live nation ticketmast websit seek ticket first tour five year , caus period outag long onlin wait often end disappoint httpstcozhpaeluktm httpstcouzietoahu"
353,353,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,unprecedented demand for taylor swift tour crashes ticketmaster website httpstcogtrmjcj httpstcoblcdfnj,1057.0,film,1,"['unpreced', 'demand', 'taylor', 'swift', 'tour', 'crash', 'ticketmast', 'websit', 'httpstcogtrmjcj', 'httpstcoblcdfnj']",unpreced demand taylor swift tour crash ticketmast websit httpstcogtrmjcj httpstcoblcdfnj
354,354,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,qatar authorities apologise for threatening danish film crew world cup httpstcoirpzlgcp httpstcodzqoblw,1097.0,film,1,"['qatar', 'author', 'apologis', 'threaten', 'danish', 'film', 'crew', 'world', 'cup', 'httpstcoirpzlgcp', 'httpstcodzqoblw']",qatar author apologis threaten danish film crew world cup httpstcoirpzlgcp httpstcodzqoblw
355,355,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"will ferrell and octavia spencers new film spirited premiers london co-written and directed sean anders, the movie gives modern, musical twist the classic charles dickens story christmas carol httpstcowxexcpua",1115.0,film,1,"['ferrel', 'octavia', 'spencer', 'new', 'film', 'spirit', 'premier', 'london', 'co-written', 'direct', 'sean', 'ander', ',', 'movi', 'give', 'modern', ',', 'music', 'twist', 'classic', 'charl', 'dicken', 'stori', 'christma', 'carol', 'httpstcowxexcpua']","ferrel octavia spencer new film spirit premier london co-written direct sean ander , movi give modern , music twist classic charl dicken stori christma carol httpstcowxexcpua"
356,356,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,qatar authorities apologise for threatening danish film crew world cup httpstcoamvcctru httpstcoznxcbkg,1164.0,film,1,"['qatar', 'author', 'apologis', 'threaten', 'danish', 'film', 'crew', 'world', 'cup', 'httpstcoamvcctru', 'httpstcoznxcbkg']",qatar author apologis threaten danish film crew world cup httpstcoamvcctru httpstcoznxcbkg
357,357,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"spirited, modern, musical retelling the classic charles dickens story christmas carol, premiers london httpstcolyggozgh",1204.0,film,1,"['spirit', ',', 'modern', ',', 'music', 'retel', 'classic', 'charl', 'dicken', 'stori', 'christma', 'carol', ',', 'premier', 'london', 'httpstcolyggozgh']","spirit , modern , music retel classic charl dicken stori christma carol , premier london httpstcolyggozgh"
358,358,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,dominic crisonino was new york airport when adele tearfully announced the cancellation her shows las vegas january now going back this weekend finally watch the music star perform caesars palace httpstcohmecxnlnur httpstcovvqonvmup,1220.0,film,1,"['domin', 'crisonino', 'new', 'york', 'airport', 'adel', 'tear', 'announc', 'cancel', 'show', 'la', 'vega', 'januari', 'go', 'back', 'weekend', 'final', 'watch', 'music', 'star', 'perform', 'caesar', 'palac', 'httpstcohmecxnlnur', 'httpstcovvqonvmup']",domin crisonino new york airport adel tear announc cancel show la vega januari go back weekend final watch music star perform caesar palac httpstcohmecxnlnur httpstcovvqonvmup
359,359,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"from reuterspictures some our best photos from the mtv europe music awards duesseldorf, germany httpstcoqznlmybxt httpstcosrzoobavt",1295.0,film,1,"['reuterspictur', 'best', 'photo', 'mtv', 'europ', 'music', 'award', 'duesseldorf', ',', 'germani', 'httpstcoqznlmybxt', 'httpstcosrzoobavt']","reuterspictur best photo mtv europ music award duesseldorf , germani httpstcoqznlmybxt httpstcosrzoobavt"
360,360,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,actors dominic west and olivia williams discuss playing charles and camilla the netflix royal drama the crown httpstcooszceblsyf,1314.0,film,1,"['actor', 'domin', 'west', 'olivia', 'william', 'discus', 'play', 'charl', 'camilla', 'netflix', 'royal', 'drama', 'crown', 'httpstcooszceblsyf']",actor domin west olivia william discus play charl camilla netflix royal drama crown httpstcooszceblsyf
361,361,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"more ads, paying users help chinas tencent music beat estimates httpstconqhhojzaa httpstcowkifugiwny",1319.0,film,1,"['ad', ',', 'pay', 'user', 'help', 'china', 'tencent', 'music', 'beat', 'estim', 'httpstconqhhojzaa', 'httpstcowkifugiwni']","ad , pay user help china tencent music beat estim httpstconqhhojzaa httpstcowkifugiwni"
362,362,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,adele superfan who got chance facetime with the singer after she abruptly canceled her shows january heading back las vegas for the pop stars rescheduled concerts httpstcohmecxnmwh httpstcowmvluja,1325.0,film,1,"['adel', 'superfan', 'got', 'chanc', 'facetim', 'singer', 'abruptli', 'cancel', 'show', 'januari', 'head', 'back', 'la', 'vega', 'pop', 'star', 'reschedul', 'concert', 'httpstcohmecxnmwh', 'httpstcowmvluja']",adel superfan got chanc facetim singer abruptli cancel show januari head back la vega pop star reschedul concert httpstcohmecxnmwh httpstcowmvluja
363,363,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,unprecedented demand for taylor swift tour crashes ticketmaster website httpstcoipmkeoczh httpstcomregizeyu,1350.0,film,1,"['unpreced', 'demand', 'taylor', 'swift', 'tour', 'crash', 'ticketmast', 'websit', 'httpstcoipmkeoczh', 'httpstcomregizeyu']",unpreced demand taylor swift tour crash ticketmast websit httpstcoipmkeoczh httpstcomregizeyu
364,364,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,"from reuterspictures highlights from the mtv europe music awards duesseldorf, germany httpstcoqznlmyimpr httpstcozgjtzoa",1352.0,film,1,"['reuterspictur', 'highlight', 'mtv', 'europ', 'music', 'award', 'duesseldorf', ',', 'germani', 'httpstcoqznlmyimpr', 'httpstcozgjtzoa']","reuterspictur highlight mtv europ music award duesseldorf , germani httpstcoqznlmyimpr httpstcozgjtzoa"
365,365,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,vodafone cut its full-year cash flow forecast and lowered its earnings guidance the british telecom group blamed higher energy costs and weaker performance key markets httpstcobeccxdkof httpstcoandrxrur,1354.0,film,1,"['vodafon', 'cut', 'full-year', 'cash', 'flow', 'forecast', 'lower', 'earn', 'guidanc', 'british', 'telecom', 'group', 'blame', 'higher', 'energi', 'cost', 'weaker', 'perform', 'key', 'market', 'httpstcobeccxdkof', 'httpstcoandrxrur']",vodafon cut full-year cash flow forecast lower earn guidanc british telecom group blame higher energi cost weaker perform key market httpstcobeccxdkof httpstcoandrxrur
366,366,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.",Around the world,actors dominic west and olivia williams talk about portraying charles and camilla the new season netflix royal drama the crown httpstcobymystli,1390.0,film,1,"['actor', 'domin', 'west', 'olivia', 'william', 'talk', 'portray', 'charl', 'camilla', 'new', 'season', 'netflix', 'royal', 'drama', 'crown', 'httpstcobymystli']",actor domin west olivia william talk portray charl camilla new season netflix royal drama crown httpstcobymystli
