,Unnamed: 0.1,screenName,description,location,text,Unnamed: 0,topic,topicEncoded,tokenized_sentences,clean_text
388,388,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"fred hickman, pioneering sports broadcaster and anchor who helped launch two major cable networks and influenced and informed generation sports journalists and fans, has died was  httpstcoeycbgtbkby",1533.0,health,2,"['fred', 'hickman', ',', 'pioneer', 'sport', 'broadcast', 'anchor', 'help', 'launch', 'two', 'major', 'cabl', 'network', 'influenc', 'inform', 'gener', 'sport', 'journalist', 'fan', ',', 'die', 'httpstcoeycbgtbkbi']","fred hickman , pioneer sport broadcast anchor help launch two major cabl network influenc inform gener sport journalist fan , die httpstcoeycbgtbkbi"
389,389,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,justice sonia sotomayor has rejected request that the supreme court block new york citys public sector covid- vaccine requirement applies employees with who have religious objections the vaccine httpstcokaerjjqv,1535.0,health,2,"['justic', 'sonia', 'sotomayor', 'reject', 'request', 'suprem', 'court', 'block', 'new', 'york', 'citi', 'public', 'sector', 'covid-', 'vaccin', 'requir', 'appli', 'employe', 'religi', 'object', 'vaccin', 'httpstcokaerjjqv']",justic sonia sotomayor reject request suprem court block new york citi public sector covid- vaccin requir appli employe religi object vaccin httpstcokaerjjqv
390,390,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"deadly outbreak listeria six states has been linked contaminated deli meat and cheese, the centers for disease control and prevention said httpstcobbqxmzdw",1552.0,health,2,"['deadli', 'outbreak', 'listeria', 'six', 'state', 'link', 'contamin', 'deli', 'meat', 'chees', ',', 'center', 'diseas', 'control', 'prevent', 'said', 'httpstcobbqxmzdw']","deadli outbreak listeria six state link contamin deli meat chees , center diseas control prevent said httpstcobbqxmzdw"
391,391,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"health officials are worried about possible surge respiratory illnesses this winter, and they are urging people who are not up-to-date their covid- shots get vaccinated soon possible httpstcocviqpzglv",1559.0,health,2,"['health', 'offici', 'worri', 'possibl', 'surg', 'respiratori', 'ill', 'winter', ',', 'urg', 'peopl', 'up-to-d', 'covid-', 'shot', 'get', 'vaccin', 'soon', 'possibl', 'httpstcocviqpzglv']","health offici worri possibl surg respiratori ill winter , urg peopl up-to-d covid- shot get vaccin soon possibl httpstcocviqpzglv"
392,392,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"deadly outbreak listeria six states has been linked contaminated deli meat and cheese, the centers for disease control and prevention said httpstcoiqhvbzgf",1586.0,health,2,"['deadli', 'outbreak', 'listeria', 'six', 'state', 'link', 'contamin', 'deli', 'meat', 'chees', ',', 'center', 'diseas', 'control', 'prevent', 'said', 'httpstcoiqhvbzgf']","deadli outbreak listeria six state link contamin deli meat chees , center diseas control prevent said httpstcoiqhvbzgf"
393,393,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"three americans died from carbon monoxide poisoning while staying rented apartment mexico city, the city attorney generals office said httpstcogxfbyifu",1610.0,health,2,"['three', 'american', 'die', 'carbon', 'monoxid', 'poison', 'stay', 'rent', 'apart', 'mexico', 'citi', ',', 'citi', 'attorney', 'gener', 'offic', 'said', 'httpstcogxfbyifu']","three american die carbon monoxid poison stay rent apart mexico citi , citi attorney gener offic said httpstcogxfbyifu"
394,394,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"maxwellfrostfl, the first generation member who will elected congress, says there is lot need do gun legislation universal background checks something need pass httpstcohtxkv httpstcoqgxhscoaqr",1656.0,health,2,"['maxwellfrostfl', ',', 'first', 'gener', 'member', 'elect', 'congress', ',', 'say', 'lot', 'need', 'gun', 'legisl', 'univers', 'background', 'check', 'someth', 'need', 'pas', 'httpstcohtxkv', 'httpstcoqgxhscoaqr']","maxwellfrostfl , first gener member elect congress , say lot need gun legisl univers background check someth need pas httpstcohtxkv httpstcoqgxhscoaqr"
395,395,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"maxwell frost d first member generation elected congress, cnn projects becca balint d first woman elected congress from vermont, cnn projects httpstcozbprushjez httpstcovtjaeqovk",1675.0,health,2,"['maxwel', 'frost', 'first', 'member', 'gener', 'elect', 'congress', ',', 'cnn', 'project', 'becca', 'balint', 'first', 'woman', 'elect', 'congress', 'vermont', ',', 'cnn', 'project', 'httpstcozbprushjez', 'httpstcovtjaeqovk']","maxwel frost first member gener elect congress , cnn project becca balint first woman elect congress vermont , cnn project httpstcozbprushjez httpstcovtjaeqovk"
396,396,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"cornell university has suspended all fraternity parties and social events after campus police issued alerts about alleged sexual assault and least four alleged incidents drug-laced drinks off-campus location, university officials said httpstcogfwrpfsw",1754.0,health,2,"['cornel', 'univers', 'suspend', 'fratern', 'parti', 'social', 'event', 'campu', 'polic', 'issu', 'alert', 'alleg', 'sexual', 'assault', 'least', 'four', 'alleg', 'incid', 'drug-lac', 'drink', 'off-campu', 'locat', ',', 'univers', 'offici', 'said', 'httpstcogfwrpfsw']","cornel univers suspend fratern parti social event campu polic issu alert alleg sexual assault least four alleg incid drug-lac drink off-campu locat , univers offici said httpstcogfwrpfsw"
397,397,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"average daily screen use children during the covid- pandemic increased more than hour and twenty minutes, according new analysis httpstcoaeuxjednj",1818.0,health,2,"['averag', 'daili', 'screen', 'use', 'child', 'covid-', 'pandem', 'increas', 'hour', 'twenti', 'minut', ',', 'accord', 'new', 'analysi', 'httpstcoaeuxjednj']","averag daili screen use child covid- pandem increas hour twenti minut , accord new analysi httpstcoaeuxjednj"
398,398,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"travelers want proper set standards, which generic hotel star ratings seem offer but what those ratings actually mean, particularly now that the internet and its many hotel review sites have transformed travel httpstcocuwopoeiaa",1866.0,health,2,"['travel', 'want', 'proper', 'set', 'standard', ',', 'gener', 'hotel', 'star', 'rate', 'seem', 'offer', 'rate', 'actual', 'mean', ',', 'particularli', 'internet', 'mani', 'hotel', 'review', 'site', 'transform', 'travel', 'httpstcocuwopoeiaa']","travel want proper set standard , gener hotel star rate seem offer rate actual mean , particularli internet mani hotel review site transform travel httpstcocuwopoeiaa"
399,399,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"apple has said that shipments its latest lineup iphones will temporarily impacted covid restrictions china, adding that customers will experience longer wait times receive their new products httpstcoxdoxqfmgz",1878.0,health,2,"['appl', 'said', 'shipment', 'latest', 'lineup', 'iphon', 'temporarili', 'impact', 'covid', 'restrict', 'china', ',', 'ad', 'custom', 'experi', 'longer', 'wait', 'time', 'receiv', 'new', 'product', 'httpstcoxdoxqfmgz']","appl said shipment latest lineup iphon temporarili impact covid restrict china , ad custom experi longer wait time receiv new product httpstcoxdoxqfmgz"
400,400,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"paxlovid, the antiviral pill that reduces the risk hospitalization and death from covid-, also reduces the risk long covid, according new study httpstcowegzobamm",1898.0,health,2,"['paxlovid', ',', 'antivir', 'pill', 'reduc', 'risk', 'hospit', 'death', 'covid-', ',', 'also', 'reduc', 'risk', 'long', 'covid', ',', 'accord', 'new', 'studi', 'httpstcowegzobamm']","paxlovid , antivir pill reduc risk hospit death covid- , also reduc risk long covid , accord new studi httpstcowegzobamm"
401,401,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,the has imposed sanctions two haitian politicians accused involvement drug trafficking httpstcokmylbuzdk,2090.0,health,2,"['impos', 'sanction', 'two', 'haitian', 'politician', 'accus', 'involv', 'drug', 'traffick', 'httpstcokmylbuzdk']",impos sanction two haitian politician accus involv drug traffick httpstcokmylbuzdk
402,402,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"parents and caregivers should not use infant head-shaping pillows meant change infants head shape that claim treat medical condition, the food and drug administration says httpstcoranimmvktr",2103.0,health,2,"['parent', 'caregiv', 'use', 'infant', 'head-shap', 'pillow', 'meant', 'chang', 'infant', 'head', 'shape', 'claim', 'treat', 'medic', 'condit', ',', 'food', 'drug', 'administr', 'say', 'httpstcoranimmvktr']","parent caregiv use infant head-shap pillow meant chang infant head shape claim treat medic condit , food drug administr say httpstcoranimmvktr"
403,403,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"deaths caused alcohol use the united states spiked during the covid- pandemic, killing more than , people httpstcosocmyeshlj",2138.0,health,2,"['death', 'caus', 'alcohol', 'use', 'unit', 'state', 'spike', 'covid-', 'pandem', ',', 'kill', ',', 'peopl', 'httpstcosocmyeshlj']","death caus alcohol use unit state spike covid- pandem , kill , peopl httpstcosocmyeshlj"
404,404,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,pfizer and biontech said friday that the immune responses against omicron baba subvariants were substantially higher people who got its new bivalent booster compared with people who received the companies original covid- vaccine httpstcokpwyvysupl,2141.0,health,2,"['pfizer', 'biontech', 'said', 'friday', 'immun', 'respons', 'omicron', 'baba', 'subvari', 'substanti', 'higher', 'peopl', 'got', 'new', 'bival', 'booster', 'compar', 'peopl', 'receiv', 'compani', 'origin', 'covid-', 'vaccin', 'httpstcokpwyvysupl']",pfizer biontech said friday immun respons omicron baba subvari substanti higher peopl got new bival booster compar peopl receiv compani origin covid- vaccin httpstcokpwyvysupl
405,405,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"tedious manual work, poor hygiene and lack access medical care such are the conditions awaiting basketball star brittney griner russian penal colony after she lost her appeal last week against nine-year drug sentence httpstcowkobqvsos",2147.0,health,2,"['tediou', 'manual', 'work', ',', 'poor', 'hygien', 'lack', 'access', 'medic', 'care', 'condit', 'await', 'basketbal', 'star', 'brittney', 'griner', 'russian', 'penal', 'coloni', 'lost', 'appeal', 'last', 'week', 'nine-year', 'drug', 'sentenc', 'httpstcowkobqvso']","tediou manual work , poor hygien lack access medic care condit await basketbal star brittney griner russian penal coloni lost appeal last week nine-year drug sentenc httpstcowkobqvso"
406,406,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"deaths caused alcohol use the united states spiked during the covid- pandemic, killing more than , people httpstcougloamtsf",2168.0,health,2,"['death', 'caus', 'alcohol', 'use', 'unit', 'state', 'spike', 'covid-', 'pandem', ',', 'kill', ',', 'peopl', 'httpstcougloamtsf']","death caus alcohol use unit state spike covid- pandem , kill , peopl httpstcougloamtsf"
407,407,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"rsv hospitalizations were significantly higher than normal again last week amid respiratory virus season thats hitting the united states earlier and harder than usual, according new data published httpstcogpnddclpvq",2174.0,health,2,"['rsv', 'hospit', 'significantli', 'higher', 'normal', 'last', 'week', 'amid', 'respiratori', 'viru', 'season', 'that', 'hit', 'unit', 'state', 'earlier', 'harder', 'usual', ',', 'accord', 'new', 'data', 'publish', 'httpstcogpnddclpvq']","rsv hospit significantli higher normal last week amid respiratori viru season that hit unit state earlier harder usual , accord new data publish httpstcogpnddclpvq"
408,408,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"whats the benefit the flu vaccine, and when should you get it cnn medical analyst drleanawen answers those questions and more httpstcofjvhwhydc",2185.0,health,2,"['what', 'benefit', 'flu', 'vaccin', ',', 'get', 'cnn', 'medic', 'analyst', 'drleanawen', 'answer', 'question', 'httpstcofjvhwhydc']","what benefit flu vaccin , get cnn medic analyst drleanawen answer question httpstcofjvhwhydc"
409,409,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"parents and caregivers should not use infant head-shaping pillows meant change infants head shape that claim treat medical condition, the food and drug administration says httpstcojrnyxextb",2187.0,health,2,"['parent', 'caregiv', 'use', 'infant', 'head-shap', 'pillow', 'meant', 'chang', 'infant', 'head', 'shape', 'claim', 'treat', 'medic', 'condit', ',', 'food', 'drug', 'administr', 'say', 'httpstcojrnyxextb']","parent caregiv use infant head-shap pillow meant chang infant head shape claim treat medic condit , food drug administr say httpstcojrnyxextb"
410,410,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"paul pelosi, husband house speaker nancy pelosi, has been released from san francisco hospital after recovering from surgery repair skull fracture and injuries his hand and arm, according source familiar with the matter httpstcomewvopqkv",2211.0,health,2,"['paul', 'pelosi', ',', 'husband', 'hous', 'speaker', 'nanci', 'pelosi', ',', 'releas', 'san', 'francisco', 'hospit', 'recov', 'surgeri', 'repair', 'skull', 'fractur', 'injuri', 'hand', 'arm', ',', 'accord', 'sourc', 'familiar', 'matter', 'httpstcomewvopqkv']","paul pelosi , husband hous speaker nanci pelosi , releas san francisco hospit recov surgeri repair skull fractur injuri hand arm , accord sourc familiar matter httpstcomewvopqkv"
411,411,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"camden and macie chesner were trick-or-treating when they happened upon empty candy bucket someones home not wanting other children miss out the halloween fun, the siblings generously offered some their own stash cnn affiliate wls has more httpstcoqnshssrpzu",2241.0,health,2,"['camden', 'maci', 'chesner', 'trick-or-tr', 'happen', 'upon', 'empti', 'candi', 'bucket', 'someon', 'home', 'want', 'child', 'miss', 'halloween', 'fun', ',', 'sibl', 'gener', 'offer', 'stash', 'cnn', 'affili', 'wl', 'httpstcoqnshssrpzu']","camden maci chesner trick-or-tr happen upon empti candi bucket someon home want child miss halloween fun , sibl gener offer stash cnn affili wl httpstcoqnshssrpzu"
412,412,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"cnns drsanjaygupta reports new study that finds single dose synthetic version the mind-altering component magic mushrooms, psilocybin, improved depression people with treatment-resistant form the disease watch httpstcovnvwgok cnnthismorning",2265.0,health,2,"['cnn', 'drsanjaygupta', 'report', 'new', 'studi', 'find', 'singl', 'dose', 'synthet', 'version', 'mind-alt', 'compon', 'magic', 'mushroom', ',', 'psilocybin', ',', 'improv', 'depress', 'peopl', 'treatment-resist', 'form', 'diseas', 'watch', 'httpstcovnvwgok', 'cnnthismorn']","cnn drsanjaygupta report new studi find singl dose synthet version mind-alt compon magic mushroom , psilocybin , improv depress peopl treatment-resist form diseas watch httpstcovnvwgok cnnthismorn"
413,413,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"single dose synthetic version the mind-altering component magic mushrooms, psilocybin, improved depression people with treatment-resistant form the disease, new study found httpstcomcnojjda",2288.0,health,2,"['singl', 'dose', 'synthet', 'version', 'mind-alt', 'compon', 'magic', 'mushroom', ',', 'psilocybin', ',', 'improv', 'depress', 'peopl', 'treatment-resist', 'form', 'diseas', ',', 'new', 'studi', 'found', 'httpstcomcnojjda']","singl dose synthet version mind-alt compon magic mushroom , psilocybin , improv depress peopl treatment-resist form diseas , new studi found httpstcomcnojjda"
414,414,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,fans actress julia roberts resurfaced surprising fact about her that martin luther king jr and coretta scott king paid the hospital bill for her birth the actress explains how her parents started friendship with mlk and his family the s httpstcokzdyuywzm httpstcoolpbjbbd,2305.0,health,2,"['fan', 'actress', 'julia', 'robert', 'resurfac', 'surpris', 'fact', 'martin', 'luther', 'king', 'jr', 'coretta', 'scott', 'king', 'paid', 'hospit', 'bill', 'birth', 'actress', 'explain', 'parent', 'start', 'friendship', 'mlk', 'famili', 'httpstcokzdyuywzm', 'httpstcoolpbjbbd']",fan actress julia robert resurfac surpris fact martin luther king jr coretta scott king paid hospit bill birth actress explain parent start friendship mlk famili httpstcokzdyuywzm httpstcoolpbjbbd
415,415,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"its hair condition that has frustrated parents for decades, now scientists believe they have found the genes responsible for uncombable hair syndrome httpstcowrspekbhj",2383.0,health,2,"['hair', 'condit', 'frustrat', 'parent', 'decad', ',', 'scientist', 'believ', 'found', 'gene', 'respons', 'uncomb', 'hair', 'syndrom', 'httpstcowrspekbhj']","hair condit frustrat parent decad , scientist believ found gene respons uncomb hair syndrom httpstcowrspekbhj"
416,416,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,the family -year-old black man who was experiencing mental health crisis when was fatally shot police suing the city detroit and five police officers httpstcoeeipyj,2388.0,health,2,"['famili', '-year-old', 'black', 'man', 'experienc', 'mental', 'health', 'crisi', 'fatal', 'shot', 'polic', 'su', 'citi', 'detroit', 'five', 'polic', 'offic', 'httpstcoeeipyj']",famili -year-old black man experienc mental health crisi fatal shot polic su citi detroit five polic offic httpstcoeeipyj
417,417,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,here are things you need know today parkland massacre hearing pfizer seek approval for rsv vaccine iran preparing send additional weapons russia interest rate hike expected spacexs falcon heavy returns earth httpstcoczirzhcx,2389.0,health,2,"['thing', 'need', 'know', 'today', 'parkland', 'massacr', 'hear', 'pfizer', 'seek', 'approv', 'rsv', 'vaccin', 'iran', 'prepar', 'send', 'addit', 'weapon', 'russia', 'interest', 'rate', 'hike', 'expect', 'spacex', 'falcon', 'heavi', 'return', 'earth', 'httpstcoczirzhcx']",thing need know today parkland massacr hear pfizer seek approv rsv vaccin iran prepar send addit weapon russia interest rate hike expect spacex falcon heavi return earth httpstcoczirzhcx
418,418,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,fans actress julia roberts resurfaced surprising fact about her that martin luther king jr and coretta scott king paid the hospital bill for her birth the actress explains how her parents started friendship with mlk and his family the s httpstcofrksviaybl httpstcoivhgyvfou,2399.0,health,2,"['fan', 'actress', 'julia', 'robert', 'resurfac', 'surpris', 'fact', 'martin', 'luther', 'king', 'jr', 'coretta', 'scott', 'king', 'paid', 'hospit', 'bill', 'birth', 'actress', 'explain', 'parent', 'start', 'friendship', 'mlk', 'famili', 'httpstcofrksviaybl', 'httpstcoivhgyvf']",fan actress julia robert resurfac surpris fact martin luther king jr coretta scott king paid hospit bill birth actress explain parent start friendship mlk famili httpstcofrksviaybl httpstcoivhgyvf
419,419,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"people the with high blood pressure saw their levels rise during the first eight months the covid- pandemic, new study says httpstcocenrgbpzx",2410.0,health,2,"['peopl', 'high', 'blood', 'pressur', 'saw', 'level', 'rise', 'first', 'eight', 'month', 'covid-', 'pandem', ',', 'new', 'studi', 'say', 'httpstcocenrgbpzx']","peopl high blood pressur saw level rise first eight month covid- pandem , new studi say httpstcocenrgbpzx"
420,420,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"woman found dead cape cod, massachusetts, has been identified nearly years later using investigative genealogy httpstcokmtkwpqphw",2456.0,health,2,"['woman', 'found', 'dead', 'cape', 'cod', ',', 'massachusett', ',', 'identifi', 'nearli', 'year', 'later', 'use', 'investig', 'genealog', 'httpstcokmtkwpqphw']","woman found dead cape cod , massachusett , identifi nearli year later use investig genealog httpstcokmtkwpqphw"
421,421,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"pfizer says has enough promising data its respiratory syncytial virus, rsv, vaccine designed protect newborns that will end enrollment the study and submit for food and drug administration approval the end the year httpstcoydqbtf",2481.0,health,2,"['pfizer', 'say', 'enough', 'promis', 'data', 'respiratori', 'syncyti', 'viru', ',', 'rsv', ',', 'vaccin', 'design', 'protect', 'newborn', 'end', 'enrol', 'studi', 'submit', 'food', 'drug', 'administr', 'approv', 'end', 'year', 'httpstcoydqbtf']","pfizer say enough promis data respiratori syncyti viru , rsv , vaccin design protect newborn end enrol studi submit food drug administr approv end year httpstcoydqbtf"
422,422,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"the environmental protection agency has determined water from both treatment plants jackson, mississippi, safe drink httpstcoknbvpky",2494.0,health,2,"['environment', 'protect', 'agenc', 'determin', 'water', 'treatment', 'plant', 'jackson', ',', 'mississippi', ',', 'safe', 'drink', 'httpstcoknbvpki']","environment protect agenc determin water treatment plant jackson , mississippi , safe drink httpstcoknbvpki"
423,423,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"woman found dead cape cod, massachusetts, has been identified nearly years later using investigative genealogy httpstcotnlxtxfot",2509.0,health,2,"['woman', 'found', 'dead', 'cape', 'cod', ',', 'massachusett', ',', 'identifi', 'nearli', 'year', 'later', 'use', 'investig', 'genealog', 'httpstcotnlxtxfot']","woman found dead cape cod , massachusett , identifi nearli year later use investig genealog httpstcotnlxtxfot"
424,424,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,fans actress julia roberts resurfaced surprising fact about her that martin luther king jr and coretta scott king paid the hospital bill for her birth the actress explains how her parents started friendship with mlk and his family the s httpstcoirmvfewr httpstcochjrokw,2552.0,health,2,"['fan', 'actress', 'julia', 'robert', 'resurfac', 'surpris', 'fact', 'martin', 'luther', 'king', 'jr', 'coretta', 'scott', 'king', 'paid', 'hospit', 'bill', 'birth', 'actress', 'explain', 'parent', 'start', 'friendship', 'mlk', 'famili', 'httpstcoirmvfewr', 'httpstcochjrokw']",fan actress julia robert resurfac surpris fact martin luther king jr coretta scott king paid hospit bill birth actress explain parent start friendship mlk famili httpstcoirmvfewr httpstcochjrokw
425,425,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"there may light ahead after decades disappointment, four new rsv vaccines may nearing review the food and drug administration, and more than dozen others are testing httpstcodqyazhuavs",2592.0,health,2,"['may', 'light', 'ahead', 'decad', 'disappoint', ',', 'four', 'new', 'rsv', 'vaccin', 'may', 'near', 'review', 'food', 'drug', 'administr', ',', 'dozen', 'other', 'test', 'httpstcodqyazhuav']","may light ahead decad disappoint , four new rsv vaccin may near review food drug administr , dozen other test httpstcodqyazhuav"
426,426,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"less than three months after welcoming twin boys, amanda and bystran lost one them rsv now they are hoping their other son recovers from the same virus httpstcoznfpaoghh",2600.0,health,2,"['le', 'three', 'month', 'welcom', 'twin', 'boy', ',', 'amanda', 'bystran', 'lost', 'one', 'rsv', 'hope', 'son', 'recov', 'viru', 'httpstcoznfpaoghh']","le three month welcom twin boy , amanda bystran lost one rsv hope son recov viru httpstcoznfpaoghh"
427,427,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"stanley tucci transports viewers travels around italy and indulges the worlds most popular cuisine here are five recipes, adapted for the home cook, from this fall season httpstcomxksasej",2632.0,health,2,"['stanley', 'tucci', 'transport', 'viewer', 'travel', 'around', 'itali', 'indulg', 'world', 'popular', 'cuisin', 'five', 'recip', ',', 'adapt', 'home', 'cook', ',', 'fall', 'season', 'httpstcomxksasej']","stanley tucci transport viewer travel around itali indulg world popular cuisin five recip , adapt home cook , fall season httpstcomxksasej"
428,428,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"when goodfellas star michael imperioli arrived after on-set injury, says nurses thought was severely injured when they saw the fake blood him they think im delirious, talking about robert niro httpstcoklamjcko",2650.0,health,2,"['goodfella', 'star', 'michael', 'imperioli', 'arriv', 'on-set', 'injuri', ',', 'say', 'nurs', 'thought', 'sever', 'injur', 'saw', 'fake', 'blood', 'think', 'im', 'deliri', ',', 'talk', 'robert', 'niro', 'httpstcoklamjcko']","goodfella star michael imperioli arriv on-set injuri , say nurs thought sever injur saw fake blood think im deliri , talk robert niro httpstcoklamjcko"
429,429,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"what should simple decision about medical best practice has been turned into gordian knot not just health, but also policy, politics, technology and bodily autonomy, writes megan ranney opinion httpstcoyvpxduomti",2664.0,health,2,"['simpl', 'decis', 'medic', 'best', 'practic', 'turn', 'gordian', 'knot', 'health', ',', 'also', 'polici', ',', 'polit', ',', 'technolog', 'bodili', 'autonomi', ',', 'write', 'megan', 'ranney', 'opinion', 'httpstcoyvpxduomti']","simpl decis medic best practic turn gordian knot health , also polici , polit , technolog bodili autonomi , write megan ranney opinion httpstcoyvpxduomti"
430,430,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"fourth- and eighth-graders fell behind reading and had the largest ever decline math, according national educational assessment showing the devastating effect the covid- pandemic americas children httpstcolpgorhmtj httpstcofnvaerpbc",2673.0,health,2,"['fourth-', 'eighth-grad', 'fell', 'behind', 'read', 'largest', 'ever', 'declin', 'math', ',', 'accord', 'nation', 'educ', 'ass', 'show', 'devast', 'effect', 'covid-', 'pandem', 'america', 'child', 'httpstcolpgorhmtj', 'httpstcofnvaerpbc']","fourth- eighth-grad fell behind read largest ever declin math , accord nation educ ass show devast effect covid- pandem america child httpstcolpgorhmtj httpstcofnvaerpbc"
431,431,CNN,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6",,"less than three months after welcoming twin boys, amanda and bystran lost one them rsv now they are hoping their other son recovers from the same virus httpstcobkhvwdnxi",2697.0,health,2,"['le', 'three', 'month', 'welcom', 'twin', 'boy', ',', 'amanda', 'bystran', 'lost', 'one', 'rsv', 'hope', 'son', 'recov', 'viru', 'httpstcobkhvwdnxi']","le three month welcom twin boy , amanda bystran lost one rsv hope son recov viru httpstcobkhvwdnxi"
